web-scraper-order,web-scraper-start-url,single,single-href,title,price,number of reviews,rating,description,product description,ASIN,manufacturer
"1688577091-276","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","ADISA 31 Ltrs Casual Backpack School College Bag Pack (Navy Blue)","https://www.amazon.in/ADISA-Casual-Backpack-School-College/dp/B0BX3QFVSM/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-35","","","","₹898.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 30.5 x 17.8 x 45.7 cm; 430 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 28 February 2023                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ADISA            ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BX3QFVSM            Item model number
                                    ‏
                                        :
                                    ‎
                                 BP046            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 Men            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com            Packer
                                    ‏
                                        :
                                    ‎
                                 ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com            Item Weight
                                    ‏
                                        :
                                    ‎
                                 430 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 30.5 x 17.8 x 45.7 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1 Piece            Included Components
                                    ‏
                                        :
                                    ‎
                                 Laptop backpack only            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Laptop backpack","Light weight and spacious laptop backpack with 2 compartments and 1 front easy-access pocket. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc. along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.","ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BX3QFVSM","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
"1688577099-277","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit","https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-34","","","","₹925.00","","","",""
"1688577103-278","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-33","","","","₹3,197.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 20 x 32.5 x 47.5 cm; 510 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 30 January 2023                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 EXPERTS                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BTD4FK9G            Item model number
                                    ‏
                                        :
                                    ‎
                                 LT9 (0) 01 002            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 China            Department
                                    ‏
                                        :
                                    ‎
                                 mens            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 EXPERTS, China            Packer
                                    ‏
                                        :
                                    ‎
                                 China            Importer
                                    ‏
                                        :
                                    ‎
                                 Importer Name ltd., Street No. 24/4, New Delhi, India - 110011, Contact: +91-111-000-2400, service@importer.com            Item Weight
                                    ‏
                                        :
                                    ‎
                                 510 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 20 x 32.5 x 47.5 Centimeters            Generic Name
                                    ‏
                                        :
                                    ‎
                                 BACKPACK","A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self","ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BTD4FK9G","›"
"1688577108-279","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","WILDHORN 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags","https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_32?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-32","","","","₹1,597.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 33 x 7 x 48 cm; 450 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 17 January 2022                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 WildHorn                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B09QL66G55            Item model number
                                    ‏
                                        :
                                    ‎
                                 BP012            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 mens            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 WildHorn, ADL International, 61 B/H G.J. Khan Road, kolkata-700039, Contact: +91 9051643604            Packer
                                    ‏
                                        :
                                    ‎
                                 ADL International, 61B G.J. Khan Road, Kolkata-700039, Contact: +91 9051643604            Item Weight
                                    ‏
                                        :
                                    ‎
                                 450 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 33 x 7 x 48 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Laptop Backpack","","ASIN
                                    ‏
                                        :
                                    ‎
                                 B09QL66G55","›"
"1688577113-280","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Arctic Fox 15 Liters Draw String Bag Lavender Backpack","https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_31?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-31","","","","₹711.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 46 x 32 x 10 cm; 190 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 14 October 2020                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Arctic Fox                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B08L6Q9V1H            Item model number
                                    ‏
                                        :
                                    ‎
                                 FTEBPKMULW109015BLACK            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Arctic Fox, Outshiny India Pvt. Ltd. No.17, Ganesh Nagar, 8th B Cross Narayanappa Layout, Kodigehalli Bengaluru - 560097..            Packer
                                    ‏
                                        :
                                    ‎
                                 Outshiny India Pvt. Ltd., No.17, Ganesh Nagar, 8th B Cross,Narayanappa Layout, Kodigehalli,Bengaluru - 560097.            Item Weight
                                    ‏
                                        :
                                    ‎
                                 190 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 46 x 32 x 10 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Drawstring","","ASIN
                                    ‏
                                        :
                                    ‎
                                 B08L6Q9V1H","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Arctic Fox, Outshiny India Pvt. Ltd. No.17, Ganesh Nagar, 8th B Cross Narayanappa Layout, Kodigehalli Bengaluru - 560097.."
"1688577118-281","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L","https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QM2GD/ref=sr_1_30?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-30","","","","₹1,781.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 48 x 32 x 15 cm; 1 Kilograms            Date First Available
                                    ‏
                                        :
                                    ‎
                                 12 January 2023                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SHABA BAGS                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BS6QM2GD            Item model number
                                    ‏
                                        :
                                    ‎
                                 DB01            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SHABA BAGS            Item Weight
                                    ‏
                                        :
                                    ‎
                                 1 kg            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 48 x 32 x 15 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count","Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space & Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies & accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight & Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes","ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BS6QM2GD","›"
"1688577123-282","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Lavie Sport Lino Large Size 63 cms Wheel Duffle Bag for Travel | Travel Bag with Trolley","https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_29?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-29","","","","₹3,400.79","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 62.99 x 30 x 32 cm; 1.5 Kilograms            Date First Available
                                    ‏
                                        :
                                    ‎
                                 23 June 2021                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyle Pvt Ltd            ASIN
                                    ‏
                                        :
                                    ‎
                                 B097RJ22Q3            Item model number
                                    ‏
                                        :
                                    ‎
                                 DGGE035040M3            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093            Packer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyles pvt ltd            Importer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyle pvt ltd, Bagzone Lifestyle Pvt Ltd            Item Weight
                                    ‏
                                        :
                                    ‎
                                 1 kg 500 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 63 x 30 x 32 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1 Count            Included Components
                                    ‏
                                        :
                                    ‎
                                 Duffle Bag            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Duffle Bag","This unisex stylish travel Bag is made of premium nylon fabric which is the most durable material. It is water and scratch resistant. It has a full lining made of polyester for additional strength and protection for your valuables.","ASIN
                                    ‏
                                        :
                                    ‎
                                 B097RJ22Q3","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093"
"1688577128-283","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover","https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-26","","","","₹1,043.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 22 x 30 x 50 cm; 670 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 11 March 2022                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Amazing Bags                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B09VCLZ3K4            Item model number
                                    ‏
                                        :
                                    ‎
                                 laptop bag            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Amazing Bags            Item Weight
                                    ‏
                                        :
                                    ‎
                                 670 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 22 x 30 x 50 Centimeters","This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.","ASIN
                                    ‏
                                        :
                                    ‎
                                 B09VCLZ3K4","›"
"1688577132-284","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls","https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-25","","","","₹1,041.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 30 x 18 x 42 cm; 700 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 17 March 2022                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 FUR JADEN                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B09VTCNN75            Item model number
                                    ‏
                                        :
                                    ‎
                                 BM83            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002            Packer
                                    ‏
                                        :
                                    ‎
                                 Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002            Item Weight
                                    ‏
                                        :
                                    ‎
                                 700 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 30 x 18 x 42 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 Unit            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Anti Theft Laptop Backpack","Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.","ASIN
                                    ‏
                                        :
                                    ‎
                                 B09VTCNN75","›"
"1688577137-285","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)","https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-24","","","","₹1,738.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 10 x 20 x 30 cm; 450 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 13 March 2023                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Rama luxury store                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BYB631NR            Item model number
                                    ‏
                                        :
                                    ‎
                                 Epower_grey            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Rama luxury store            Item Weight
                                    ‏
                                        :
                                    ‎
                                 450 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 10 x 20 x 30 Centimeters","","ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BYB631NR","›"
"1688577142-286","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps","https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-23","","","","₹36,156.00","","","","›"
"1688577147-287","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L","https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-22","","","","₹1,516.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 48 x 32 x 15 cm; 1 Kilograms            Date First Available
                                    ‏
                                        :
                                    ‎
                                 12 January 2023                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SHABA BAGS                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BS6QQZYN            Item model number
                                    ‏
                                        :
                                    ‎
                                 DB01            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 SHABA BAGS, SHABA BAGS 9354115195            Item Weight
                                    ‏
                                        :
                                    ‎
                                 1 kg            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 48 x 32 x 15 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count","Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space & Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies & accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight & Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes","ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BS6QQZYN","›"
"1688577152-288","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black","https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-21","","","","₹589.00","Is Discontinued By Manufacturer
                                    ‏
                                        :
                                    ‎
                                 No            Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 49 x 33 x 10 cm; 82 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 17 December 2015                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear Merchandise PVT LTD                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B019HA8AYG            Item model number
                                    ‏
                                        :
                                    ‎
                                 BKPCARYON0110            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 Men            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366            Packer
                                    ‏
                                        :
                                    ‎
                                 Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366            Item Weight
                                    ‏
                                        :
                                    ‎
                                 82 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 49 x 33 x 10 Centimeters            Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1 count            Included Components
                                    ‏
                                        :
                                    ‎
                                 Backpack            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Bag","","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear Merchandise PVT LTD","Department
                                    ‏
                                        :
                                    ‎
                                 Men"
"1688577156-289","https://www.amazon.in/s?k=bags&page=2&crid=2M096C61O4MLT&qid=1688573592&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping","https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1688577080&sprefix=ba%2Caps%2C283&sr=8-20","","","","₹2,897.00","Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 16 x 32 x 46 cm; 350 Grams            Date First Available
                                    ‏
                                        :
                                    ‎
                                 22 July 2021                                    Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari Industries                         ASIN
                                    ‏
                                        :
                                    ‎
                                 B09B29F66W            Item model number
                                    ‏
                                        :
                                    ‎
                                 FLASH19CBBLK            Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India            Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult            Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059            Packer
                                    ‏
                                        :
                                    ‎
                                 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059            Importer
                                    ‏
                                        :
                                    ‎
                                 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059            Item Weight
                                    ‏
                                        :
                                    ‎
                                 350 g            Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 16 x 32 x 46 Centimeters            Generic Name
                                    ‏
                                        :
                                    ‎
                                 Backpack","","ASIN
                                    ‏
                                        :
                                    ‎
                                 B09B29F66W","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
